timestamp,cpu_load_percent,ram_usage_percent,gpu_load_percent,gpu_temp_c,gpu_power_w
2026-08-16T04:35:48.138752,21.1,96.7,54,64,50.964
2026-08-16T04:35:49.139757,14.6,97.2,56,65,59.151
2026-08-16T04:35:50.140687,14.4,96.8,56,63,49.466
2026-08-16T04:35:51.142057,17.3,96.9,52,63,50.079
2026-08-16T04:35:52.143101,15.5,97.4,54,64,50.637
2026-08-16T04:35:53.144237,14.7,97.6,49,64,48.244
2026-08-16T04:35:54.145219,16.8,97.7,59,64,52.439
2026-08-16T04:35:55.146788,12.9,97.2,55,66,51.486
2026-08-16T04:35:56.148294,13.7,97.1,55,63,51.049
2026-08-16T04:35:57.149329,11.9,97.1,53,64,53.123
2026-08-16T04:35:58.151735,12.7,97.1,55,64,51.691
2026-08-16T04:35:59.153240,14.1,97.1,55,65,51.081
2026-08-16T04:36:00.154527,18.3,96.3,55,65,50.781
2026-08-16T04:36:01.155503,15.7,96.4,55,64,50.578
2026-08-16T04:36:02.157591,13.3,96.9,11,58,23.841
2026-08-16T04:36:03.160399,18.3,97.2,74,67,58.851
2026-08-16T04:36:04.161758,20.9,97.1,75,64,60.122
2026-08-16T04:36:05.163240,19.3,97.1,74,66,58.593
2026-08-16T04:36:06.164319,21.9,97.2,75,67,60.837
2026-08-16T04:36:07.165221,20.3,97.3,79,68,61.18
2026-08-16T04:36:08.166428,22.6,97.1,72,67,60.302
2026-08-16T04:36:09.167434,19,97.1,73,66,58.866
2026-08-16T04:36:10.168754,22.1,97.2,69,67,58.806
2026-08-16T04:36:11.170816,20.8,97.3,70,67,57.742
2026-08-16T04:36:12.171716,20.7,97.2,72,66,56.33
2026-08-16T04:36:13.172707,19.4,97.3,45,65,52.239
2026-08-16T04:36:14.173504,19,97.3,72,67,60.054
2026-08-16T04:36:15.174145,22.5,97.4,57,66,51.629
2026-08-16T04:36:16.175404,19.2,97.4,80,68,62.538
2026-08-16T04:36:17.177473,20.9,97.5,66,69,58.98
2026-08-16T04:36:18.178798,21,97.4,71,68,60.651
2026-08-16T04:36:19.180002,21.6,97.4,77,70,59.025
2026-08-16T04:36:20.181748,20,97.5,80,68,64.338
2026-08-16T04:36:21.182548,23,97.4,70,68,58.068
2026-08-16T04:36:22.183522,19.4,97.4,76,70,60.38
2026-08-16T04:36:23.185005,19.7,97.5,79,70,58.654
2026-08-16T04:36:24.187786,20.9,97.6,74,70,61.725
2026-08-16T04:36:25.189750,21.2,97.7,64,69,61.783
2026-08-16T04:36:26.191548,20.3,97.6,73,71,63.831
2026-08-16T04:36:27.192772,22.2,97.6,71,70,62.329
2026-08-16T04:36:28.194021,20.5,97.4,71,70,60.821
2026-08-16T04:36:29.195321,19.9,97.4,72,71,60.276
2026-08-16T04:36:30.196447,19.9,97.5,46,71,50.05
2026-08-16T04:36:31.197871,19.5,97.5,79,70,62.172
2026-08-16T04:36:32.199294,22,97.5,80,73,66.554
2026-08-16T04:36:33.201120,22,97.6,71,72,64.027
2026-08-16T04:36:34.202543,20.9,97.6,76,72,60.818
2026-08-16T04:36:35.203806,20.4,97.7,71,71,59.983
2026-08-16T04:36:36.205052,20.4,97.6,69,72,59.521
2026-08-16T04:36:37.206480,19.9,97.8,70,72,59.371
2026-08-16T04:36:38.208129,24.4,97.6,68,72,59.312
2026-08-16T04:36:39.209286,20.8,97.6,74,72,59.351
2026-08-16T04:36:40.210405,20,97.6,70,71,59.477
2026-08-16T04:36:41.211643,20.6,97.5,68,72,57.004
2026-08-16T04:36:42.213731,21.1,97.5,76,72,62.905
2026-08-16T04:36:43.214832,21.9,97.5,80,74,63.848
2026-08-16T04:36:44.216159,19.2,97.5,74,73,62.466
2026-08-16T04:36:45.217803,19.5,97.3,73,74,64.33
2026-08-16T04:36:46.218825,19.8,97.3,76,71,61.7
2026-08-16T04:36:47.219973,25.6,97.3,79,74,61.502
2026-08-16T04:36:48.221203,22.5,97.2,73,73,62.157
2026-08-16T04:36:49.223015,22.4,97.3,81,73,65.938
2026-08-16T04:36:50.223904,19.3,97.3,71,73,61.438
2026-08-16T04:36:51.225209,22.9,97.3,74,73,64.358
2026-08-16T04:36:52.226245,20.2,97.3,69,73,62.243
2026-08-16T04:36:53.227082,23.8,97.9,78,73,61.928
2026-08-16T04:36:54.229071,25.3,98.1,73,74,69.65
2026-08-16T04:36:55.230593,27.1,98,71,74,64.074
2026-08-16T04:36:56.231724,26.9,98.1,74,74,61.746
2026-08-16T04:36:57.233313,26.8,98,68,73,58.06
2026-08-16T04:36:58.234573,26.5,98.4,72,74,60.017
2026-08-16T04:36:59.235721,31.2,97.9,69,72,54.51
2026-08-16T04:37:00.237797,26.2,97.7,59,72,54.099
2026-08-16T04:37:01.238939,22.8,97.8,78,74,64.139
2026-08-16T04:37:02.240397,23.9,97.7,77,73,63.807
2026-08-16T04:37:03.242013,21.5,97.7,77,73,88.291
2026-08-16T04:37:04.243406,24.3,97.6,81,73,59.507
2026-08-16T04:37:05.244796,22.8,97.5,75,74,61.708
2026-08-16T04:37:06.246059,21.9,97.5,72,74,62.777
2026-08-16T04:37:07.247357,20.1,97.5,74,74,61.89
