timestamp,cpu_load_percent,ram_usage_percent,gpu_load_percent,gpu_temp_c,gpu_power_w
2026-08-16T04:37:08.248515,21,97.5,77,72,62.724
2026-08-16T04:37:09.249645,21.2,97.5,72,72,55.238
2026-08-16T04:37:10.250351,22.2,97.6,75,72,63.172
2026-08-16T04:37:11.251870,22.8,97.4,72,72,60.772
2026-08-16T04:37:12.253184,24.1,97.4,72,74,61.589
2026-08-16T04:37:13.253893,21.8,97.4,70,71,57.894
2026-08-16T04:37:14.255150,20.3,97.4,75,72,63.044
2026-08-16T04:37:15.256393,22.7,97.6,73,73,59.99
2026-08-16T04:37:16.258799,28.4,98.1,72,73,58.904
2026-08-16T04:37:17.260103,25.6,97.7,66,72,58.614
2026-08-16T04:37:18.261207,25.6,96.9,86,73,63.908
2026-08-16T04:37:19.262408,22.9,96.8,78,74,63.588
2026-08-16T04:37:20.263834,26.6,96.8,76,73,59.125
2026-08-16T04:37:21.264994,20.2,96.8,77,73,61.764
2026-08-16T04:37:22.266351,24,97,82,73,67.118
2026-08-16T04:37:23.267267,23.6,96.8,81,75,56.387
2026-08-16T04:37:24.268484,20.4,96.7,79,75,65.955
2026-08-16T04:37:25.269444,22.3,96.7,79,74,65.497
2026-08-16T04:37:26.270520,22.4,96.7,78,74,65.455
2026-08-16T04:37:27.271300,20.8,95.9,78,74,62.277
2026-08-16T04:37:28.272867,21.7,96,82,75,65.213
2026-08-16T04:37:29.273725,20.5,95.9,79,75,67.1
2026-08-16T04:37:30.274767,19.7,96,76,75,64.095
2026-08-16T04:37:31.276262,19.2,96,82,74,65.034
2026-08-16T04:37:32.277738,21.8,96.1,80,74,66.152
2026-08-16T04:37:33.278726,21.6,96.2,74,73,61.809
2026-08-16T04:37:34.280014,26.2,97.1,77,74,65.038
2026-08-16T04:37:35.282047,26.3,97.3,73,72,63.298
2026-08-16T04:37:36.283378,23.7,97.2,73,74,63.084
2026-08-16T04:37:37.285741,23.6,97.5,76,73,66.378
2026-08-16T04:37:38.286999,25.4,97.6,75,73,61.282
2026-08-16T04:37:39.287956,25.4,97.3,69,74,59.904
2026-08-16T04:37:40.289658,24.9,97.2,73,73,58.255
2026-08-16T04:37:41.290910,21.2,97.2,76,73,62.621
2026-08-16T04:37:42.292271,24.7,97.1,75,72,61.837
2026-08-16T04:37:43.293756,19.7,97.1,75,72,61.224
2026-08-16T04:37:44.295012,19.3,97.1,74,72,59.552
2026-08-16T04:37:45.296814,20.9,97.1,72,72,59.133
2026-08-16T04:37:46.298683,21,97.1,80,73,65.058
2026-08-16T04:37:47.299699,19.5,97.1,70,72,58.689
2026-08-16T04:37:48.300926,20.7,97,76,72,62.066
2026-08-16T04:37:49.302199,21.3,97,74,74,61.927
2026-08-16T04:37:50.303192,20.2,97,72,72,61.111
2026-08-16T04:37:51.304467,20.1,97,74,72,59.541
2026-08-16T04:37:52.305675,20.3,97,77,73,65.182
2026-08-16T04:37:53.307359,18.7,97,74,72,62.63
2026-08-16T04:37:54.308647,19.7,97,76,71,62.219
2026-08-16T04:37:55.310549,18.9,97,79,71,60.508
2026-08-16T04:37:56.311776,18.6,97.1,73,72,61.784
2026-08-16T04:37:57.313032,19.4,97.1,67,72,55.276
2026-08-16T04:37:58.314253,19,97,67,72,56.587
2026-08-16T04:37:59.315932,19.2,97,65,72,56.737
2026-08-16T04:38:00.316779,18,97,65,72,59.236
2026-08-16T04:38:01.317656,18.6,97,65,70,56.887
2026-08-16T04:38:02.318913,20.9,97,68,71,56.491
2026-08-16T04:38:03.320505,20.3,97,63,71,56.749
2026-08-16T04:38:04.321627,22.3,96.6,66,70,56.658
2026-08-16T04:38:05.322706,22.6,96.5,61,70,55.108
2026-08-16T04:38:06.324145,20.7,96.5,82,71,64.717
2026-08-16T04:38:07.325319,19.3,95.7,72,70,65.171
2026-08-16T04:38:08.327048,20.4,95.7,78,71,64.487
2026-08-16T04:38:09.328874,19.6,95.7,66,71,57.535
2026-08-16T04:38:10.330137,19.2,95.7,64,71,56.961
2026-08-16T04:38:11.331361,19.7,95.6,56,70,54.765
2026-08-16T04:38:12.332106,27.8,94.9,62,70,54.635
2026-08-16T04:38:13.333332,20.1,94.8,69,70,58.298
2026-08-16T04:38:14.334088,19,94.4,59,70,58.258
2026-08-16T04:38:15.336547,20.9,94.5,76,71,61.501
2026-08-16T04:38:16.337513,21,94.4,70,71,60.352
2026-08-16T04:38:17.338491,19.8,94.5,70,70,59.277
2026-08-16T04:38:18.339245,19.9,94.4,70,71,68.654
2026-08-16T04:38:19.340235,22.8,94.5,69,71,55.574
2026-08-16T04:38:20.342138,22.7,94.4,66,69,57.763
2026-08-16T04:38:21.343992,20.7,94.4,70,70,58.7
2026-08-16T04:38:22.346515,20.4,94.4,74,70,59.72
2026-08-16T04:38:23.347669,21.4,94.4,70,69,59.073
2026-08-16T04:38:24.349060,21.6,94.4,71,69,58.687
2026-08-16T04:38:25.350038,19.6,94.4,72,70,60.338
2026-08-16T04:38:26.351183,20.3,94.5,73,70,65.097
2026-08-16T04:38:27.351857,19.6,94.5,76,70,62.087
2026-08-16T04:38:28.353350,19.9,94.5,69,70,60.305
2026-08-16T04:38:29.354472,18.7,94.5,73,71,59.065
2026-08-16T04:38:30.355960,19.1,94.5,69,70,59.345
2026-08-16T04:38:31.357873,19.6,94.5,75,70,58.957
2026-08-16T04:38:32.358874,17.7,94.5,72,71,59.168
2026-08-16T04:38:33.359920,18.7,94.5,69,69,58.488
2026-08-16T04:38:34.361567,19.2,94.5,74,71,58.568
2026-08-16T04:38:35.362929,20.6,94.5,72,70,60.775
2026-08-16T04:38:36.364388,18.5,94.5,73,70,59.036
2026-08-16T04:38:37.365830,20.2,94.5,70,69,60.154
2026-08-16T04:38:38.367799,21.2,94.8,69,69,58.971
2026-08-16T04:38:39.369123,23.4,95.7,79,70,64.845
2026-08-16T04:38:40.370243,26,95.6,81,70,65.564
2026-08-16T04:38:41.371504,23.6,95.9,72,70,59.781
2026-08-16T04:38:42.372367,21.9,95.9,66,70,56.206
2026-08-16T04:38:43.373377,20.6,96.3,64,70,56.298
2026-08-16T04:38:44.374015,25.3,95.9,65,70,56.629
2026-08-16T04:38:45.374960,16.7,95.8,64,70,56.613
2026-08-16T04:38:46.376845,19.3,95.8,61,69,53.324
2026-08-16T04:38:47.377868,19.5,95.8,65,70,56.255
2026-08-16T04:38:48.379419,17.4,95.8,80,71,65.499
2026-08-16T04:38:49.380695,18.3,95.8,78,70,63.812
2026-08-16T04:38:50.381412,19.5,95.8,71,70,56.545
2026-08-16T04:38:51.382268,17.5,95.8,75,69,60.95
2026-08-16T04:38:52.383584,18.8,95.8,81,71,61.82
2026-08-16T04:38:53.386069,19,95.8,76,71,62.311
2026-08-16T04:38:54.387203,17.7,95.8,71,72,60.705
2026-08-16T04:38:55.388175,17.9,95.8,75,72,60.447
2026-08-16T04:38:56.389441,17.5,95.8,67,70,61.156
2026-08-16T04:38:57.390133,17.2,95.8,65,69,56.424
2026-08-16T04:38:58.391300,17.4,95.8,65,70,56.753
2026-08-16T04:38:59.392924,18.3,95.9,63,69,55.895
2026-08-16T04:39:00.393756,17.7,95.8,65,69,56.309
2026-08-16T04:39:01.394700,15.2,95.8,64,69,55.635
2026-08-16T04:39:02.396018,16.4,95.8,61,69,54.668
2026-08-16T04:39:03.397553,14.3,95.8,71,70,57.444
2026-08-16T04:39:04.398865,15.8,95.8,76,70,60.826
2026-08-16T04:39:05.399828,15.7,95.7,71,70,55.439
2026-08-16T04:39:06.400966,16.1,95.7,68,69,56.733
2026-08-16T04:39:07.402006,17.5,95.7,67,70,57.826
2026-08-16T04:39:08.403119,16.9,95.7,69,70,56.883
2026-08-16T04:39:09.404362,18,95.3,72,71,59.718
2026-08-16T04:39:10.407552,17.2,95.3,76,70,59.321
2026-08-16T04:39:11.409093,17.2,95.3,69,70,58.145
2026-08-16T04:39:12.410239,16.6,94.5,72,70,58.2
2026-08-16T04:39:13.410968,22.6,94.2,70,70,58.475
2026-08-16T04:39:14.412558,18.8,93.7,67,70,57.199
2026-08-16T04:39:15.414117,24.2,93.7,72,70,58.179
2026-08-16T04:39:16.415318,20.9,93.6,73,72,58.21
2026-08-16T04:39:17.416235,21.8,93.7,74,71,63.326
2026-08-16T04:39:18.417379,22,93.6,76,72,63.089
2026-08-16T04:39:19.419296,20,93.7,78,72,64.443
2026-08-16T04:39:20.420903,21.2,93.8,82,72,68.33
2026-08-16T04:39:21.421910,21.5,93.8,70,70,60.061
2026-08-16T04:39:22.422608,22.7,93.7,76,72,64.848
2026-08-16T04:39:23.423682,20,93.7,77,72,62.413
2026-08-16T04:39:24.425864,21.8,93.7,76,71,71.445
2026-08-16T04:39:25.427678,19.4,93.7,68,72,59.509
2026-08-16T04:39:26.429533,22,93.7,72,72,62.942
2026-08-16T04:39:27.431043,21.6,93.8,82,72,66.86
2026-08-16T04:39:28.432134,18.4,93.8,72,73,59.862
2026-08-16T04:39:29.433623,23.9,93.8,75,71,61.533
2026-08-16T04:39:30.434737,19.3,93.8,74,73,62.709
2026-08-16T04:39:31.436177,20.3,93.8,74,73,62.186
2026-08-16T04:39:32.437632,21.3,93.8,74,72,60.955
2026-08-16T04:39:33.438835,22.8,93.8,75,72,59.989
2026-08-16T04:39:34.439784,24.4,93.8,73,71,62.014
2026-08-16T04:39:35.442177,24.4,93.7,71,71,59.357
2026-08-16T04:39:36.443389,19.4,93.7,70,72,58.726
2026-08-16T04:39:37.444660,22.2,93.6,74,72,63.514
2026-08-16T04:39:38.446636,20.2,93.6,76,73,61.728
2026-08-16T04:39:39.448623,19.1,93.6,70,73,49.945
2026-08-16T04:39:40.449538,18.3,93.6,69,71,58.583
2026-08-16T04:39:41.450207,15.8,93.6,77,71,62.111
2026-08-16T04:39:42.451135,19,93.6,79,73,65.926
2026-08-16T04:39:43.452001,22.3,93.7,73,72,62.949
2026-08-16T04:39:44.453468,19.4,93.6,73,72,45.894
2026-08-16T04:39:45.454356,19.5,93.7,67,71,58.62
2026-08-16T04:39:46.455423,18.8,93.7,68,73,57.653
2026-08-16T04:39:47.456826,20.3,93.7,67,71,62.752
2026-08-16T04:39:48.458984,20.2,93.7,70,72,61.203
2026-08-16T04:39:49.460837,20.7,93.7,70,72,50.595
2026-08-16T04:39:50.462399,20.4,93.7,79,73,62.605
2026-08-16T04:39:51.463384,20.3,93.6,76,72,61.325
2026-08-16T04:39:52.465044,19.4,93.7,72,72,61.434
2026-08-16T04:39:53.467797,17.2,93.6,75,73,60.583
2026-08-16T04:39:54.469125,19.7,93.7,80,73,63.203
2026-08-16T04:39:55.470076,19.6,93.6,71,71,59.786
2026-08-16T04:39:56.471094,19.3,93.6,65,72,55.331
2026-08-16T04:39:57.471830,18.3,93.6,64,73,57.047
2026-08-16T04:39:58.473146,19.1,93.6,71,71,57.105
2026-08-16T04:39:59.474335,19.1,93.6,64,71,59.209
2026-08-16T04:40:00.476880,18.4,93.6,79,73,64.568
2026-08-16T04:40:01.478195,18.5,93.6,66,72,55.405
2026-08-16T04:40:02.479593,20.1,93.6,72,71,61.758
2026-08-16T04:40:03.480563,19.7,93.6,68,72,59.041
2026-08-16T04:40:04.481335,19.1,93.6,74,71,61.837
2026-08-16T04:40:05.482513,19.2,93.7,73,71,61.642
2026-08-16T04:40:06.483722,19.5,93.7,57,72,55.962
2026-08-16T04:40:07.485305,18.3,93.7,73,71,60.573
2026-08-16T04:40:08.486034,17.2,93.6,68,71,58.112
2026-08-16T04:40:09.486955,17.3,93.6,63,70,55.815
2026-08-16T04:40:10.488186,17.5,93.6,68,70,56.649
2026-08-16T04:40:11.489055,19,93.5,64,70,53.262
2026-08-16T04:40:12.492143,20.2,93.6,75,71,61.371
2026-08-16T04:40:13.493951,17.7,93.6,82,71,65.595
2026-08-16T04:40:14.495866,20,93.7,77,71,65.104
2026-08-16T04:40:15.497912,22.1,93.9,84,72,67.909
2026-08-16T04:40:16.498750,20.6,93.9,85,72,69.364
2026-08-16T04:40:17.500392,20.1,93.9,75,73,60.687
2026-08-16T04:40:18.502104,20.7,93.9,74,70,64.396
2026-08-16T04:40:19.502762,21.4,93.9,78,73,60.744
2026-08-16T04:40:20.503536,24.9,93.9,73,71,63.477
2026-08-16T04:40:21.505128,27.2,93.9,76,72,63.291
2026-08-16T04:40:22.506351,29.5,94,76,71,61.339
2026-08-16T04:40:23.508362,27.4,94,76,74,63.613
2026-08-16T04:40:24.510077,26.3,94,80,73,67.405
2026-08-16T04:40:25.511507,25.5,94,74,71,63.867
2026-08-16T04:40:26.512716,22.2,94,68,70,56.971
2026-08-16T04:40:27.514126,20,93.9,72,72,60.932
2026-08-16T04:40:28.515623,23.1,94,67,71,61.009
2026-08-16T04:40:29.517017,23.3,94,73,72,60.962
2026-08-16T04:40:30.517889,21.3,94,66,72,60.32
2026-08-16T04:40:31.519076,19.6,94,75,71,63.866
2026-08-16T04:40:32.519969,22.8,94,70,70,60.79
2026-08-16T04:40:33.521105,21.4,94,68,70,54.127
2026-08-16T04:40:34.522295,18.9,94,74,71,62.635
2026-08-16T04:40:35.523759,22.1,94,69,71,61.429
2026-08-16T04:40:36.525667,21.4,93.9,77,70,62.107
2026-08-16T04:40:37.526773,22,94,77,72,63.108
2026-08-16T04:40:38.527784,21,94,73,71,62.253
2026-08-16T04:40:39.529706,21,94,73,73,60.446
2026-08-16T04:40:40.531324,21.4,93.9,74,72,65.473
2026-08-16T04:40:41.533840,21.8,94,77,72,64.023
2026-08-16T04:40:42.534705,21.9,94,65,70,58.926
2026-08-16T04:40:43.535839,19.9,94,69,71,61.561
2026-08-16T04:40:44.537295,19.3,93.9,65,72,55.817
2026-08-16T04:40:45.538708,20.3,94,70,72,63.693
2026-08-16T04:40:46.539596,19.9,94,76,71,60.354
2026-08-16T04:40:47.540850,21.1,94,72,71,59.603
2026-08-16T04:40:48.541998,20.8,93.8,76,70,62.445
2026-08-16T04:40:49.543315,19,93.9,67,70,60.141
2026-08-16T04:40:50.544384,21.2,93.9,73,72,62.001
2026-08-16T04:40:51.545393,20.8,93.9,71,71,61.575
2026-08-16T04:40:52.546366,20.7,93.8,71,71,60.212
2026-08-16T04:40:53.547712,21.7,93.9,72,69,60.163
2026-08-16T04:40:54.548679,19.4,93.9,69,70,60.073
2026-08-16T04:40:55.549801,20.1,93.9,73,70,61.516
2026-08-16T04:40:56.550914,20.3,93.9,76,70,63.326
2026-08-16T04:40:57.552514,23.9,93.9,72,70,36.705
2026-08-16T04:40:58.553744,21.5,93.9,79,71,63.819
2026-08-16T04:40:59.556600,25.3,94.9,79,70,63.781
2026-08-16T04:41:00.557761,25.4,94.9,74,70,62.854
2026-08-16T04:41:01.559159,26.3,95.1,76,71,63.302
2026-08-16T04:41:02.560638,24.2,95,75,72,61.559
2026-08-16T04:41:03.561872,22,96.1,71,70,59.158
2026-08-16T04:41:04.563260,29.5,95.6,65,68,55.598
2026-08-16T04:41:05.564051,21,94.9,73,70,63.341
2026-08-16T04:41:06.565198,19.7,94.9,72,71,61.587
2026-08-16T04:41:07.566883,20.3,94.9,71,70,60.445
2026-08-16T04:41:08.567893,20.9,94.7,78,71,67.881
2026-08-16T04:41:09.569023,19.2,94.5,74,72,61.796
2026-08-16T04:41:10.570526,21.5,94.5,77,71,63.757
2026-08-16T04:41:11.571533,18.3,94.5,74,70,63.253
2026-08-16T04:41:12.572682,18.7,94.5,72,70,56.635
2026-08-16T04:41:13.574132,17.7,94.5,73,69,60.322
2026-08-16T04:41:14.575836,17.5,94.5,72,70,60.412
2026-08-16T04:41:15.577589,20.4,94.5,77,72,65.092
2026-08-16T04:41:16.579454,18.5,94.5,76,71,62.509
2026-08-16T04:41:17.580698,19,94.5,70,71,60.671
2026-08-16T04:41:18.581619,19.7,94.5,71,71,60.262
2026-08-16T04:41:19.582962,20.4,94.5,80,70,63.952
2026-08-16T04:41:20.583831,22.3,94.5,79,71,64.08
2026-08-16T04:41:21.585321,21.6,94.5,75,70,65.188
2026-08-16T04:41:22.586816,20.9,94.5,79,70,44.258
2026-08-16T04:41:23.587688,19.5,94.5,73,70,61.32
2026-08-16T04:41:24.588681,20.6,94.5,77,71,63.137
2026-08-16T04:41:25.589822,21,94.5,81,71,66.344
2026-08-16T04:41:26.590975,21,94.5,71,70,59.628
2026-08-16T04:41:27.592173,19.3,94.5,70,71,59.03
2026-08-16T04:41:28.593615,19.7,94.5,69,70,56.989
2026-08-16T04:41:29.594445,18.6,94.3,65,69,56.66
2026-08-16T04:41:30.595977,20.1,94.2,66,69,56.619
2026-08-16T04:41:31.597162,18.7,94.2,64,69,57.575
2026-08-16T04:41:32.598520,17.2,93.4,68,69,60.196
2026-08-16T04:41:33.599752,18.1,93.3,71,70,59.877
2026-08-16T04:41:34.601289,18,93.4,69,69,62.853
2026-08-16T04:41:35.602510,17.5,93.3,64,68,54.861
2026-08-16T04:41:36.603736,16.3,93.3,69,69,58.344
2026-08-16T04:41:37.604715,17.3,93.3,72,69,58.521
2026-08-16T04:41:38.605389,16.7,93.3,67,68,82.98
2026-08-16T04:41:39.606961,18.4,93.3,63,69,55.577
2026-08-16T04:41:40.608162,18.4,93.3,68,68,55.694
2026-08-16T04:41:41.609290,18.4,93.3,67,68,57.001
2026-08-16T04:41:42.610898,18.6,93.3,69,68,56.633
2026-08-16T04:41:43.611923,18.9,93.3,65,68,57.335
2026-08-16T04:41:44.613480,17.8,93.3,63,68,59.794
2026-08-16T04:41:45.614839,18.6,93.3,70,69,59.148
2026-08-16T04:41:46.617356,20.5,93.3,70,69,59.509
2026-08-16T04:41:47.618576,19.6,93.3,71,71,58.676
2026-08-16T04:41:48.620091,19.7,93.3,72,71,58.635
2026-08-16T04:41:49.621276,20.2,93.2,75,70,58.73
2026-08-16T04:41:50.621941,20.6,93.3,68,69,56.221
2026-08-16T04:41:51.623852,18.9,93.3,77,69,62.505
2026-08-16T04:41:52.625038,19.2,93.3,79,72,62.949
2026-08-16T04:41:53.626855,20.8,93.3,80,72,62.461
2026-08-16T04:41:54.627947,18.6,93.3,70,71,60.072
2026-08-16T04:41:55.629367,19.4,93.3,70,71,58.872
2026-08-16T04:41:56.630606,18.2,93.3,70,70,59.041
2026-08-16T04:41:57.631383,18.1,93.3,73,70,59.42
2026-08-16T04:41:58.632895,18.7,93.3,73,70,59.897
2026-08-16T04:41:59.634171,19.5,93.3,80,71,65.93
2026-08-16T04:42:00.635237,20.8,93.3,79,71,65.743
2026-08-16T04:42:01.636789,18.8,93.3,69,72,60.722
2026-08-16T04:42:02.637905,19,93.3,79,71,61.002
2026-08-16T04:42:03.639328,19.2,93.3,65,69,57.716
2026-08-16T04:42:04.640411,18.3,93.3,75,70,57.09
2026-08-16T04:42:05.642135,19,93.3,69,71,59.605
2026-08-16T04:42:06.643256,18.6,93.3,66,69,56.387
2026-08-16T04:42:07.644297,20,93.3,67,70,58.428
2026-08-16T04:42:08.645230,19.2,93.3,76,71,62.157
2026-08-16T04:42:09.646470,20.5,93.3,69,71,52.794
2026-08-16T04:42:10.647358,20.2,93.4,73,71,61.563
2026-08-16T04:42:11.648411,22.3,94.2,68,71,56.364
2026-08-16T04:42:12.649588,23.1,94.4,69,70,59.103
2026-08-16T04:42:13.651054,24.3,94.5,70,70,58.419
2026-08-16T04:42:14.653314,22.2,94.5,74,70,60.336
2026-08-16T04:42:15.654359,22.1,94.6,75,71,63.989
2026-08-16T04:42:16.655777,26.1,95.7,72,70,58.663
2026-08-16T04:42:17.657057,24.5,94.6,78,71,64.753
2026-08-16T04:42:18.658643,21.6,94.6,76,73,62.636
2026-08-16T04:42:19.660278,21,94.7,76,71,63.734
2026-08-16T04:42:20.661383,20.4,94.7,71,71,57.76
2026-08-16T04:42:21.662683,20.5,94.6,70,71,59.11
2026-08-16T04:42:22.664413,21,94.6,69,72,57.875
2026-08-16T04:42:23.665627,20,94.6,64,70,55.855
2026-08-16T04:42:24.666687,19.2,94.6,73,72,62.723
